H, NaN, KeyR, H, NaN, ShiftLeft, H, NaN, ControlLeft, DD, 8893, Period, UD, 15318, Period, H, 102, Period, DD, 103, KeyK, UD, 1, KeyK, H, 121, KeyK, DD, 122, Digit3, UD, 1, Digit3, H, 119, Digit3, DD, 119, KeyM, UD, 0, KeyM, H, 85, KeyM, DD, 86, KeyO, UD, 1, KeyO, H, 78, KeyO, DD, 78, KeyO, UD, 0, KeyO, H, 124, KeyO, DD, 125, KeyS, UD, 1, KeyS, H, 143, KeyS, DD, 144, KeyA, UD, 1, KeyA, H, 138, KeyA, DD, 138, KeyB, UD, 0, KeyB, H, 101, KeyB, DD, 101, KeyZ, UD, 0, KeyZ, H, 101, KeyZ, DD, 101, Enter, UD, 0, Enter
H, 120, Enter, DD, 227, Period, UD, 107, Period, H, 145, Period, DD, 146, KeyK, UD, 1, KeyK, H, 82, KeyK, DD, 82, Digit3, UD, 0, Digit3, H, 78, Digit3, DD, 78, KeyM, UD, 0, KeyM, H, 105, KeyM, DD, 107, KeyO, UD, 2, KeyO, H, 96, KeyO, DD, 96, KeyO, UD, 0, KeyO, H, 146, KeyO, DD, 149, KeyS, UD, 3, KeyS, H, 119, KeyS, DD, 120, KeyA, UD, 1, KeyA, H, 98, KeyA, DD, 98, KeyB, UD, 0, KeyB, H, 126, KeyB, DD, 128, KeyZ, UD, 2, KeyZ, H, 82, KeyZ, DD, 83, Enter, UD, 1, Enter
H, 41, Enter, DD, 141, Period, UD, 100, Period, H, 102, Period, DD, 103, KeyK, UD, 1, KeyK, H, 77, KeyK, DD, 78, Digit3, UD, 1, Digit3, H, 77, Digit3, DD, 77, KeyM, UD, 0, KeyM, H, 89, KeyM, DD, 90, KeyO, UD, 1, KeyO, H, 41, KeyO, DD, 42, KeyO, UD, 1, KeyO, H, 50, KeyO, DD, 50, KeyS, UD, 0, KeyS, H, 105, KeyS, DD, 106, KeyA, UD, 1, KeyA, H, 48, KeyA, DD, 48, KeyB, UD, 0, KeyB, H, 76, KeyB, DD, 76, KeyZ, UD, 0, KeyZ, H, 43, KeyZ, DD, 45, Enter, UD, 2, Enter
H, 84, Enter, DD, 189, Period, UD, 105, Period, H, 52, Period, DD, 52, KeyK, UD, 0, KeyK, H, 38, KeyK, DD, 38, Digit3, UD, 0, Digit3, H, 55, Digit3, DD, 55, KeyM, UD, 0, KeyM, H, 42, KeyM, DD, 42, KeyO, UD, 0, KeyO, H, 39, KeyO, DD, 40, KeyO, UD, 1, KeyO, H, 50, KeyO, DD, 50, KeyS, UD, 0, KeyS, H, 103, KeyS, DD, 103, KeyA, UD, 0, KeyA, H, 53, KeyA, DD, 53, KeyB, UD, 0, KeyB, H, 43, KeyB, DD, 44, KeyZ, UD, 1, KeyZ, H, 52, KeyZ, DD, 53, Enter, UD, 1, Enter
H, 53, Enter, DD, 156, Period, UD, 103, Period, H, 85, Period, DD, 85, KeyK, UD, 0, KeyK, H, 63, KeyK, DD, 63, Digit3, UD, 0, Digit3, H, 64, Digit3, DD, 64, KeyM, UD, 0, KeyM, H, 64, KeyM, DD, 64, KeyO, UD, 0, KeyO, H, 51, KeyO, DD, 51, KeyO, UD, 0, KeyO, H, 42, KeyO, DD, 42, KeyS, UD, 0, KeyS, H, 101, KeyS, DD, 101, KeyA, UD, 0, KeyA, H, 50, KeyA, DD, 50, KeyB, UD, 0, KeyB, H, 101, KeyB, DD, 101, KeyZ, UD, 0, KeyZ, H, 105, KeyZ, DD, 106, Enter, UD, 1, Enter
H, 67, Enter, DD, 165, Period, UD, 98, Period, H, 91, Period, DD, 93, KeyK, UD, 2, KeyK, H, 61, KeyK, DD, 61, Digit3, UD, 0, Digit3, H, 50, Digit3, DD, 50, KeyM, UD, 0, KeyM, H, 104, KeyM, DD, 105, KeyO, UD, 1, KeyO, H, 39, KeyO, DD, 39, KeyO, UD, 0, KeyO, H, 54, KeyO, DD, 55, KeyS, UD, 1, KeyS, H, 40, KeyS, DD, 41, KeyA, UD, 1, KeyA, H, 62, KeyA, DD, 62, KeyB, UD, 0, KeyB, H, 106, KeyB, DD, 108, KeyZ, UD, 2, KeyZ, H, 75, KeyZ, DD, 78, Enter, UD, 3, Enter
H, 88, Enter, DD, 188, Period, UD, 100, Period, H, 38, Period, DD, 39, KeyK, UD, 1, KeyK, H, 92, KeyK, DD, 93, Digit3, UD, 1, Digit3, H, 76, Digit3, DD, 77, KeyM, UD, 1, KeyM, H, 76, KeyM, DD, 76, KeyO, UD, 0, KeyO, H, 49, KeyO, DD, 49, KeyO, UD, 0, KeyO, H, 54, KeyO, DD, 55, KeyS, UD, 1, KeyS, H, 40, KeyS, DD, 41, KeyA, UD, 1, KeyA, H, 67, KeyA, DD, 67, KeyB, UD, 0, KeyB, H, 77, KeyB, DD, 78, KeyZ, UD, 1, KeyZ, H, 87, KeyZ, DD, 88, Enter, UD, 1, Enter
H, 99, Enter, DD, 202, Period, UD, 103, Period, H, 98, Period, DD, 98, KeyK, UD, 0, KeyK, H, 54, KeyK, DD, 55, Digit3, UD, 1, Digit3, H, 76, Digit3, DD, 78, KeyM, UD, 2, KeyM, H, 52, KeyM, DD, 52, KeyO, UD, 0, KeyO, H, 102, KeyO, DD, 102, KeyO, UD, 0, KeyO, H, 99, KeyO, DD, 100, KeyS, UD, 1, KeyS, H, 75, KeyS, DD, 75, KeyA, UD, 0, KeyA, H, 80, KeyA, DD, 81, KeyB, UD, 1, KeyB, H, 78, KeyB, DD, 79, KeyZ, UD, 1, KeyZ, H, 73, KeyZ, DD, 73, Enter, UD, 0, Enter
H, 92, Enter, DD, 190, Period, UD, 98, Period, H, 91, Period, DD, 92, KeyK, UD, 1, KeyK, H, 103, KeyK, DD, 104, Digit3, UD, 1, Digit3, H, 77, Digit3, DD, 78, KeyM, UD, 1, KeyM, H, 53, KeyM, DD, 55, KeyO, UD, 2, KeyO, H, 76, KeyO, DD, 76, KeyO, UD, 0, KeyO, H, 62, KeyO, DD, 62, KeyS, UD, 0, KeyS, H, 76, KeyS, DD, 76, KeyA, UD, 0, KeyA, H, 63, KeyA, DD, 63, KeyB, UD, 0, KeyB, H, 51, KeyB, DD, 51, KeyZ, UD, 0, KeyZ, H, 42, KeyZ, DD, 43, Enter, UD, 1, Enter
H, 52, Enter, DD, 149, Period, UD, 97, Period, H, 96, Period, DD, 98, KeyK, UD, 2, KeyK, H, 57, KeyK, DD, 57, Digit3, UD, 0, Digit3, H, 80, Digit3, DD, 81, KeyM, UD, 1, KeyM, H, 72, KeyM, DD, 72, KeyO, UD, 0, KeyO, H, 89, KeyO, DD, 89, KeyO, UD, 0, KeyO, H, 104, KeyO, DD, 107, KeyS, UD, 3, KeyS, H, 66, KeyS, DD, 67, KeyA, UD, 1, KeyA, H, 96, KeyA, DD, 96, KeyB, UD, 0, KeyB, H, 76, KeyB, DD, 76, KeyZ, UD, 0, KeyZ, H, 94, KeyZ, DD, 95, Enter, UD, 1, Enter
H, 78, Enter, DD, 175, Period, UD, 97, Period, H, 51, Period, DD, 51, KeyK, UD, 0, KeyK, H, 70, KeyK, DD, 70, Digit3, UD, 0, Digit3, H, 61, Digit3, DD, 61, KeyM, UD, 0, KeyM, H, 81, KeyM, DD, 82, KeyO, UD, 1, KeyO, H, 97, KeyO, DD, 97, KeyO, UD, 0, KeyO, H, 38, KeyO, DD, 38, KeyS, UD, 0, KeyS, H, 66, KeyS, DD, 67, KeyA, UD, 1, KeyA, H, 78, KeyA, DD, 78, KeyB, UD, 0, KeyB, H, 75, KeyB, DD, 75, KeyZ, UD, 0, KeyZ, H, 80, KeyZ, DD, 83, Enter, UD, 3, Enter
H, 52, Enter, DD, 152, Period, UD, 100, Period, H, 40, Period, DD, 42, KeyK, UD, 2, KeyK, H, 97, KeyK, DD, 97, Digit3, UD, 0, Digit3, H, 106, Digit3, DD, 107, KeyM, UD, 1, KeyM, H, 85, KeyM, DD, 85, KeyO, UD, 0, KeyO, H, 67, KeyO, DD, 68, KeyO, UD, 1, KeyO, H, 101, KeyO, DD, 102, KeyS, UD, 1, KeyS, H, 102, KeyS, DD, 103, KeyA, UD, 1, KeyA, H, 86, KeyA, DD, 86, KeyB, UD, 0, KeyB, H, 89, KeyB, DD, 89, KeyZ, UD, 0, KeyZ, H, 39, KeyZ, DD, 39, Enter, UD, 0, Enter
H, 92, Enter, DD, 193, Period, UD, 101, Period, H, 48, Period, DD, 48, KeyK, UD, 0, KeyK, H, 101, KeyK, DD, 101, Digit3, UD, 0, Digit3, H, 43, Digit3, DD, 43, KeyM, UD, 0, KeyM, H, 54, KeyM, DD, 57, KeyO, UD, 3, KeyO, H, 51, KeyO, DD, 51, KeyO, UD, 0, KeyO, H, 53, KeyO, DD, 54, KeyS, UD, 1, KeyS, H, 61, KeyS, DD, 61, KeyA, UD, 0, KeyA, H, 62, KeyA, DD, 62, KeyB, UD, 0, KeyB, H, 89, KeyB, DD, 89, KeyZ, UD, 0, KeyZ, H, 94, KeyZ, DD, 94, Enter, UD, 0, Enter
H, 62, Enter, DD, 162, Period, UD, 100, Period, H, 68, Period, DD, 68, KeyK, UD, 0, KeyK, H, 86, KeyK, DD, 86, Digit3, UD, 0, Digit3, H, 64, Digit3, DD, 64, KeyM, UD, 0, KeyM, H, 101, KeyM, DD, 101, KeyO, UD, 0, KeyO, H, 104, KeyO, DD, 104, KeyO, UD, 0, KeyO, H, 101, KeyO, DD, 101, KeyS, UD, 0, KeyS, H, 44, KeyS, DD, 44, KeyA, UD, 0, KeyA, H, 64, KeyA, DD, 64, KeyB, UD, 0, KeyB, H, 101, KeyB, DD, 102, KeyZ, UD, 1, KeyZ, H, 77, KeyZ, DD, 78, Enter, UD, 1, Enter
H, 52, Enter, DD, 151, Period, UD, 99, Period, H, 88, Period, DD, 88, KeyK, UD, 0, KeyK, H, 91, KeyK, DD, 92, Digit3, UD, 1, Digit3, H, 54, Digit3, DD, 56, KeyM, UD, 2, KeyM, H, 51, KeyM, DD, 52, KeyO, UD, 1, KeyO, H, 42, KeyO, DD, 43, KeyO, UD, 1, KeyO, H, 47, KeyO, DD, 47, KeyS, UD, 0, KeyS, H, 57, KeyS, DD, 58, KeyA, UD, 1, KeyA, H, 85, KeyA, DD, 85, KeyB, UD, 0, KeyB, H, 78, KeyB, DD, 79, KeyZ, UD, 1, KeyZ, H, 66, KeyZ, DD, 67, Enter, UD, 1, Enter
H, 80, Enter, DD, 178, Period, UD, 98, Period, H, 40, Period, DD, 40, KeyK, UD, 0, KeyK, H, 78, KeyK, DD, 78, Digit3, UD, 0, Digit3, H, 100, Digit3, DD, 100, KeyM, UD, 0, KeyM, H, 103, KeyM, DD, 104, KeyO, UD, 1, KeyO, H, 73, KeyO, DD, 73, KeyO, UD, 0, KeyO, H, 80, KeyO, DD, 81, KeyS, UD, 1, KeyS, H, 74, KeyS, DD, 74, KeyA, UD, 0, KeyA, H, 79, KeyA, DD, 80, KeyB, UD, 1, KeyB, H, 42, KeyB, DD, 44, KeyZ, UD, 2, KeyZ, H, 73, KeyZ, DD, 73, Enter, UD, 0, Enter
H, 78, Enter, DD, 177, Period, UD, 99, Period, H, 43, Period, DD, 43, KeyK, UD, 0, KeyK, H, 65, KeyK, DD, 67, Digit3, UD, 2, Digit3, H, 98, Digit3, DD, 99, KeyM, UD, 1, KeyM, H, 99, KeyM, DD, 99, KeyO, UD, 0, KeyO, H, 69, KeyO, DD, 69, KeyO, UD, 0, KeyO, H, 78, KeyO, DD, 79, KeyS, UD, 1, KeyS, H, 40, KeyS, DD, 43, KeyA, UD, 3, KeyA, H, 83, KeyA, DD, 83, KeyB, UD, 0, KeyB, H, 76, KeyB, DD, 76, KeyZ, UD, 0, KeyZ, H, 105, KeyZ, DD, 107, Enter, UD, 2, Enter
H, 65, Enter, DD, 169, Period, UD, 104, Period, H, 73, Period, DD, 74, KeyK, UD, 1, KeyK, H, 80, KeyK, DD, 80, Digit3, UD, 0, Digit3, H, 100, Digit3, DD, 100, KeyM, UD, 0, KeyM, H, 100, KeyM, DD, 100, KeyO, UD, 0, KeyO, H, 89, KeyO, DD, 89, KeyO, UD, 0, KeyO, H, 92, KeyO, DD, 92, KeyS, UD, 0, KeyS, H, 99, KeyS, DD, 99, KeyA, UD, 0, KeyA, H, 100, KeyA, DD, 100, KeyB, UD, 0, KeyB, H, 76, KeyB, DD, 76, KeyZ, UD, 0, KeyZ, H, 89, KeyZ, DD, 89, Enter, UD, 0, Enter
H, 106, Enter, DD, 207, Period, UD, 101, Period, H, 89, Period, DD, 90, KeyK, UD, 1, KeyK, H, 74, KeyK, DD, 74, Digit3, UD, 0, Digit3, H, 100, Digit3, DD, 100, KeyM, UD, 0, KeyM, H, 39, KeyM, DD, 39, KeyO, UD, 0, KeyO, H, 75, KeyO, DD, 75, KeyO, UD, 0, KeyO, H, 52, KeyO, DD, 52, KeyS, UD, 0, KeyS, H, 67, KeyS, DD, 68, KeyA, UD, 1, KeyA, H, 40, KeyA, DD, 40, KeyB, UD, 0, KeyB, H, 50, KeyB, DD, 50, KeyZ, UD, 0, KeyZ, H, 39, KeyZ, DD, 39, Enter, UD, 0, Enter
H, 55, Enter, DD, 153, Period, UD, 98, Period, H, 52, Period, DD, 52, KeyK, UD, 0, KeyK, H, 45, KeyK, DD, 45, Digit3, UD, 0, Digit3, H, 63, Digit3, DD, 63, KeyM, UD, 0, KeyM, H, 52, KeyM, DD, 52, KeyO, UD, 0, KeyO, H, 92, KeyO, DD, 92, KeyO, UD, 0, KeyO, H, 53, KeyO, DD, 53, KeyS, UD, 0, KeyS, H, 99, KeyS, DD, 99, KeyA, UD, 0, KeyA, H, 50, KeyA, DD, 50, KeyB, UD, 0, KeyB, H, 106, KeyB, DD, 107, KeyZ, UD, 1, KeyZ, H, 72, KeyZ, DD, 72, Enter, UD, 0, Enter
H, 103, Enter, DD, 209, Period, UD, 106, Period, H, 91, Period, DD, 91, KeyK, UD, 0, KeyK, H, 40, KeyK, DD, 41, Digit3, UD, 1, Digit3, H, 74, Digit3, DD, 74, KeyM, UD, 0, KeyM, H, 50, KeyM, DD, 50, KeyO, UD, 0, KeyO, H, 104, KeyO, DD, 104, KeyO, UD, 0, KeyO, H, 42, KeyO, DD, 43, KeyS, UD, 1, KeyS, H, 62, KeyS, DD, 62, KeyA, UD, 0, KeyA, H, 63, KeyA, DD, 63, KeyB, UD, 0, KeyB, H, 76, KeyB, DD, 77, KeyZ, UD, 1, KeyZ, H, 40, KeyZ, DD, 41, Enter, UD, 1, Enter
H, 91, Enter, DD, 198, Period, UD, 107, Period, H, 93, Period, DD, 93, KeyK, UD, 0, KeyK, H, 101, KeyK, DD, 102, Digit3, UD, 1, Digit3, H, 53, Digit3, DD, 54, KeyM, UD, 1, KeyM, H, 66, KeyM, DD, 67, KeyO, UD, 1, KeyO, H, 99, KeyO, DD, 99, KeyO, UD, 0, KeyO, H, 53, KeyO, DD, 53, KeyS, UD, 0, KeyS, H, 105, KeyS, DD, 105, KeyA, UD, 0, KeyA, H, 87, KeyA, DD, 87, KeyB, UD, 0, KeyB, H, 89, KeyB, DD, 89, KeyZ, UD, 0, KeyZ, H, 80, KeyZ, DD, 82, Enter, UD, 2, Enter
H, 64, Enter, DD, 171, Period, UD, 107, Period, H, 88, Period, DD, 89, KeyK, UD, 1, KeyK, H, 91, KeyK, DD, 92, Digit3, UD, 1, Digit3, H, 78, Digit3, DD, 79, KeyM, UD, 1, KeyM, H, 39, KeyM, DD, 39, KeyO, UD, 0, KeyO, H, 100, KeyO, DD, 101, KeyO, UD, 1, KeyO, H, 39, KeyO, DD, 40, KeyS, UD, 1, KeyS, H, 78, KeyS, DD, 79, KeyA, UD, 1, KeyA, H, 41, KeyA, DD, 42, KeyB, UD, 1, KeyB, H, 98, KeyB, DD, 98, KeyZ, UD, 0, KeyZ, H, 63, KeyZ, DD, 63, Enter, UD, 0, Enter
H, 77, Enter, DD, 179, Period, UD, 102, Period, H, 74, Period, DD, 74, KeyK, UD, 0, KeyK, H, 65, KeyK, DD, 65, Digit3, UD, 0, Digit3, H, 63, Digit3, DD, 63, KeyM, UD, 0, KeyM, H, 80, KeyM, DD, 82, KeyO, UD, 2, KeyO, H, 47, KeyO, DD, 47, KeyO, UD, 0, KeyO, H, 76, KeyO, DD, 76, KeyS, UD, 0, KeyS, H, 64, KeyS, DD, 64, KeyA, UD, 0, KeyA, H, 51, KeyA, DD, 51, KeyB, UD, 0, KeyB, H, 55, KeyB, DD, 56, KeyZ, UD, 1, KeyZ, H, 52, KeyZ, DD, 53, Enter, UD, 1, Enter
H, 73, Enter, DD, 180, Period, UD, 107, Period, H, 76, Period, DD, 76, KeyK, UD, 0, KeyK, H, 52, KeyK, DD, 52, Digit3, UD, 0, Digit3, H, 89, Digit3, DD, 90, KeyM, UD, 1, KeyM, H, 69, KeyM, DD, 71, KeyO, UD, 2, KeyO, H, 95, KeyO, DD, 95, KeyO, UD, 0, KeyO, H, 89, KeyO, DD, 90, KeyS, UD, 1, KeyS, H, 53, KeyS, DD, 54, KeyA, UD, 1, KeyA, H, 79, KeyA, DD, 80, KeyB, UD, 1, KeyB, H, 40, KeyB, DD, 40, KeyZ, UD, 0, KeyZ, H, 91, KeyZ, DD, 92, Enter, UD, 1, Enter
H, 49, Enter, DD, 151, Period, UD, 102, Period, H, 40, Period, DD, 41, KeyK, UD, 1, KeyK, H, 54, KeyK, DD, 54, Digit3, UD, 0, Digit3, H, 60, Digit3, DD, 60, KeyM, UD, 0, KeyM, H, 76, KeyM, DD, 76, KeyO, UD, 0, KeyO, H, 78, KeyO, DD, 78, KeyO, UD, 0, KeyO, H, 104, KeyO, DD, 105, KeyS, UD, 1, KeyS, H, 87, KeyS, DD, 88, KeyA, UD, 1, KeyA, H, 78, KeyA, DD, 79, KeyB, UD, 1, KeyB, H, 54, KeyB, DD, 55, KeyZ, UD, 1, KeyZ, H, 54, KeyZ, DD, 55, Enter, UD, 1, Enter
H, 89, Enter, DD, 187, Period, UD, 98, Period, H, 44, Period, DD, 46, KeyK, UD, 2, KeyK, H, 38, KeyK, DD, 39, Digit3, UD, 1, Digit3, H, 50, Digit3, DD, 50, KeyM, UD, 0, KeyM, H, 103, KeyM, DD, 103, KeyO, UD, 0, KeyO, H, 87, KeyO, DD, 87, KeyO, UD, 0, KeyO, H, 67, KeyO, DD, 68, KeyS, UD, 1, KeyS, H, 42, KeyS, DD, 42, KeyA, UD, 0, KeyA, H, 73, KeyA, DD, 73, KeyB, UD, 0, KeyB, H, 88, KeyB, DD, 88, KeyZ, UD, 0, KeyZ, H, 51, KeyZ, DD, 51, Enter, UD, 0, Enter
H, 53, Enter, DD, 155, Period, UD, 102, Period, H, 55, Period, DD, 57, KeyK, UD, 2, KeyK, H, 36, KeyK, DD, 37, Digit3, UD, 1, Digit3, H, 51, Digit3, DD, 51, KeyM, UD, 0, KeyM, H, 66, KeyM, DD, 66, KeyO, UD, 0, KeyO, H, 43, KeyO, DD, 43, KeyO, UD, 0, KeyO, H, 88, KeyO, DD, 88, KeyS, UD, 0, KeyS, H, 58, KeyS, DD, 58, KeyA, UD, 0, KeyA, H, 54, KeyA, DD, 55, KeyB, UD, 1, KeyB, H, 71, KeyB, DD, 71, KeyZ, UD, 0, KeyZ, H, 39, KeyZ, DD, 39, Enter, UD, 0, Enter
H, 105, Enter, DD, 203, Period, UD, 98, Period, H, 50, Period, DD, 50, KeyK, UD, 0, KeyK, H, 101, KeyK, DD, 101, Digit3, UD, 0, Digit3, H, 43, Digit3, DD, 43, KeyM, UD, 0, KeyM, H, 65, KeyM, DD, 65, KeyO, UD, 0, KeyO, H, 76, KeyO, DD, 76, KeyO, UD, 0, KeyO, H, 39, KeyO, DD, 39, KeyS, UD, 0, KeyS, H, 70, KeyS, DD, 71, KeyA, UD, 1, KeyA, H, 52, KeyA, DD, 53, KeyB, UD, 1, KeyB, H, 85, KeyB, DD, 85, KeyZ, UD, 0, KeyZ, H, 52, KeyZ, DD, 53, Enter, UD, 1, Enter
H, 75, Enter, DD, 175, Period, UD, 100, Period, H, 45, Period, DD, 46, KeyK, UD, 1, KeyK, H, 75, KeyK, DD, 76, Digit3, UD, 1, Digit3, H, 52, Digit3, DD, 52, KeyM, UD, 0, KeyM, H, 41, KeyM, DD, 42, KeyO, UD, 1, KeyO, H, 50, KeyO, DD, 50, KeyO, UD, 0, KeyO, H, 65, KeyO, DD, 66, KeyS, UD, 1, KeyS, H, 63, KeyS, DD, 63, KeyA, UD, 0, KeyA, H, 63, KeyA, DD, 64, KeyB, UD, 1, KeyB, H, 103, KeyB, DD, 104, KeyZ, UD, 1, KeyZ, H, 91, KeyZ, DD, 92, Enter, UD, 1, Enter
H, 39, Enter, DD, 140, Period, UD, 101, Period, H, 66, Period, DD, 67, KeyK, UD, 1, KeyK, H, 50, KeyK, DD, 50, Digit3, UD, 0, Digit3, H, 88, Digit3, DD, 88, KeyM, UD, 0, KeyM, H, 94, KeyM, DD, 94, KeyO, UD, 0, KeyO, H, 100, KeyO, DD, 100, KeyO, UD, 0, KeyO, H, 79, KeyO, DD, 79, KeyS, UD, 0, KeyS, H, 75, KeyS, DD, 75, KeyA, UD, 0, KeyA, H, 69, KeyA, DD, 69, KeyB, UD, 0, KeyB, H, 98, KeyB, DD, 98, KeyZ, UD, 0, KeyZ, H, 79, KeyZ, DD, 81, Enter, UD, 2, Enter
H, 73, Enter, DD, 173, Period, UD, 100, Period, H, 69, Period, DD, 70, KeyK, UD, 1, KeyK, H, 48, KeyK, DD, 48, Digit3, UD, 0, Digit3, H, 50, Digit3, DD, 50, KeyM, UD, 0, KeyM, H, 77, KeyM, DD, 77, KeyO, UD, 0, KeyO, H, 80, KeyO, DD, 80, KeyO, UD, 0, KeyO, H, 43, KeyO, DD, 45, KeyS, UD, 2, KeyS, H, 76, KeyS, DD, 76, KeyA, UD, 0, KeyA, H, 63, KeyA, DD, 64, KeyB, UD, 1, KeyB, H, 77, KeyB, DD, 77, KeyZ, UD, 0, KeyZ, H, 40, KeyZ, DD, 41, Enter, UD, 1, Enter
H, 66, Enter, DD, 165, Period, UD, 99, Period, H, 51, Period, DD, 51, KeyK, UD, 0, KeyK, H, 55, KeyK, DD, 55, Digit3, UD, 0, Digit3, H, 64, Digit3, DD, 64, KeyM, UD, 0, KeyM, H, 39, KeyM, DD, 39, KeyO, UD, 0, KeyO, H, 91, KeyO, DD, 92, KeyO, UD, 1, KeyO, H, 74, KeyO, DD, 74, KeyS, UD, 0, KeyS, H, 75, KeyS, DD, 75, KeyA, UD, 0, KeyA, H, 100, KeyA, DD, 100, KeyB, UD, 0, KeyB, H, 71, KeyB, DD, 72, KeyZ, UD, 1, KeyZ, H, 101, KeyZ, DD, 104, Enter, UD, 3, Enter
H, 72, Enter, DD, 174, Period, UD, 102, Period, H, 50, Period, DD, 50, KeyK, UD, 0, KeyK, H, 64, KeyK, DD, 65, Digit3, UD, 1, Digit3, H, 67, Digit3, DD, 68, KeyM, UD, 1, KeyM, H, 61, KeyM, DD, 61, KeyO, UD, 0, KeyO, H, 77, KeyO, DD, 77, KeyO, UD, 0, KeyO, H, 76, KeyO, DD, 76, KeyS, UD, 0, KeyS, H, 75, KeyS, DD, 75, KeyA, UD, 0, KeyA, H, 51, KeyA, DD, 51, KeyB, UD, 0, KeyB, H, 39, KeyB, DD, 39, KeyZ, UD, 0, KeyZ, H, 42, KeyZ, DD, 43, Enter, UD, 1, Enter
H, 62, Enter, DD, 166, Period, UD, 104, Period, H, 100, Period, DD, 100, KeyK, UD, 0, KeyK, H, 40, KeyK, DD, 40, Digit3, UD, 0, Digit3, H, 53, Digit3, DD, 55, KeyM, UD, 2, KeyM, H, 87, KeyM, DD, 87, KeyO, UD, 0, KeyO, H, 40, KeyO, DD, 40, KeyO, UD, 0, KeyO, H, 91, KeyO, DD, 92, KeyS, UD, 1, KeyS, H, 79, KeyS, DD, 79, KeyA, UD, 0, KeyA, H, 62, KeyA, DD, 62, KeyB, UD, 0, KeyB, H, 88, KeyB, DD, 88, KeyZ, UD, 0, KeyZ, H, 101, KeyZ, DD, 101, Enter, UD, 0, Enter
H, 89, Enter, DD, 189, Period, UD, 100, Period, H, 103, Period, DD, 103, KeyK, UD, 0, KeyK, H, 64, KeyK, DD, 64, Digit3, UD, 0, Digit3, H, 64, Digit3, DD, 64, KeyM, UD, 0, KeyM, H, 64, KeyM, DD, 64, KeyO, UD, 0, KeyO, H, 63, KeyO, DD, 63, KeyO, UD, 0, KeyO, H, 52, KeyO, DD, 52, KeyS, UD, 0, KeyS, H, 42, KeyS, DD, 43, KeyA, UD, 1, KeyA, H, 76, KeyA, DD, 76, KeyB, UD, 0, KeyB, H, 39, KeyB, DD, 39, KeyZ, UD, 0, KeyZ, H, 106, KeyZ, DD, 107, Enter, UD, 1, Enter
H, 102, Enter, DD, 201, Period, UD, 99, Period, H, 55, Period, DD, 56, KeyK, UD, 1, KeyK, H, 102, KeyK, DD, 103, Digit3, UD, 1, Digit3, H, 88, Digit3, DD, 88, KeyM, UD, 0, KeyM, H, 87, KeyM, DD, 87, KeyO, UD, 0, KeyO, H, 43, KeyO, DD, 44, KeyO, UD, 1, KeyO, H, 64, KeyO, DD, 64, KeyS, UD, 0, KeyS, H, 102, KeyS, DD, 103, KeyA, UD, 1, KeyA, H, 101, KeyA, DD, 102, KeyB, UD, 1, KeyB, H, 63, KeyB, DD, 63, KeyZ, UD, 0, KeyZ, H, 82, KeyZ, DD, 83, Enter, UD, 1, Enter
H, 72, Enter, DD, 173, Period, UD, 101, Period, H, 89, Period, DD, 89, KeyK, UD, 0, KeyK, H, 93, KeyK, DD, 94, Digit3, UD, 1, Digit3, H, 74, Digit3, DD, 74, KeyM, UD, 0, KeyM, H, 66, KeyM, DD, 68, KeyO, UD, 2, KeyO, H, 61, KeyO, DD, 61, KeyO, UD, 0, KeyO, H, 67, KeyO, DD, 67, KeyS, UD, 0, KeyS, H, 42, KeyS, DD, 42, KeyA, UD, 0, KeyA, H, 52, KeyA, DD, 52, KeyB, UD, 0, KeyB, H, 40, KeyB, DD, 40, KeyZ, UD, 0, KeyZ, H, 79, KeyZ, DD, 80, Enter, UD, 1, Enter
H, 100, Enter, DD, 199, Period, UD, 99, Period, H, 39, Period, DD, 39, KeyK, UD, 0, KeyK, H, 100, KeyK, DD, 100, Digit3, UD, 0, Digit3, H, 51, Digit3, DD, 51, KeyM, UD, 0, KeyM, H, 41, KeyM, DD, 42, KeyO, UD, 1, KeyO, H, 74, KeyO, DD, 74, KeyO, UD, 0, KeyO, H, 51, KeyO, DD, 51, KeyS, UD, 0, KeyS, H, 39, KeyS, DD, 39, KeyA, UD, 0, KeyA, H, 101, KeyA, DD, 102, KeyB, UD, 1, KeyB, H, 92, KeyB, DD, 92, KeyZ, UD, 0, KeyZ, H, 100, KeyZ, DD, 100, Enter, UD, 0, Enter
H, 80, Enter, DD, 179, Period, UD, 99, Period, H, 67, Period, DD, 68, KeyK, UD, 1, KeyK, H, 39, KeyK, DD, 39, Digit3, UD, 0, Digit3, H, 55, Digit3, DD, 55, KeyM, UD, 0, KeyM, H, 78, KeyM, DD, 79, KeyO, UD, 1, KeyO, H, 98, KeyO, DD, 98, KeyO, UD, 0, KeyO, H, 93, KeyO, DD, 94, KeyS, UD, 1, KeyS, H, 98, KeyS, DD, 98, KeyA, UD, 0, KeyA, H, 51, KeyA, DD, 51, KeyB, UD, 0, KeyB, H, 92, KeyB, DD, 93, KeyZ, UD, 1, KeyZ, H, 90, KeyZ, DD, 93, Enter, UD, 3, Enter
